ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
43,"Andorra, Principality of",AD,AND,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
44,"Andorra, Principality of",AD,AND,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319
45,Angola,AO,AGO,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1364.2896,1361.604,1358.9184,1356.2328,1353.5472,1350.8616,1348.176,1345.4904,1342.8048,1333.2133,1323.6219,1314.0304,1304.439,1294.8475,1285.2561,1275.6646,1266.0731,1256.4817,1246.8902,1237.2988,1227.7073,1218.1158,1208.5244,1198.9329,1189.3413,1179.75,1170.1586,1160.567,1150.9755
46,Angola,AO,AGO,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,78951.946,78796.529,78641.112,78485.695,78330.278,78174.861,78019.444,77864.027,77708.61,77153.549,76598.488,76043.427,75488.366,74933.305,74378.244,73823.183,73268.122,72713.061,72158,71602.938,71047.876,70492.814,69937.752,69382.69,68827.62,68272.57,67717.51,67162.44,66607.38
47,Angola,AO,AGO,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.8031503,99.6063006,99.4094509,99.2126012,99.01575149,98.81890179,98.62205209,98.42520239,97.72216251,97.01912996,96.31609007,95.61305752,94.91001764,94.20698509,93.5039452,92.80090532,92.09787277,91.39483289,90.69180033,89.98876045,89.28572057,88.58268802,87.87964813,87.17660092,86.4735757,85.77054315,85.06749593,84.36445605
48,Angola,AO,AGO,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.80314988,99.60629976,99.40944964,99.21259952,99.0157494,98.81889928,98.62204916,98.42519904,97.72216254,97.01912604,96.31608954,95.61305303,94.91001653,94.20698003,93.50394353,92.80090702,92.09787052,91.39483402,90.69179625,89.98875848,89.28572071,88.58268294,87.87964517,87.17659727,86.4735747,85.77053946,85.06749156,84.36445632
49,Angola,AO,AGO,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670,124670
50,Angola,AO,AGO,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,63.32874469,63.20408198,63.07941927,62.95475656,62.83009385,62.70543114,62.58076843,62.45610572,62.33144301,61.88621882,61.44099463,60.99577043,60.55054624,60.10532205,59.66009786,59.21487367,58.76964947,58.32442528,57.87920109,57.4339761,56.9887511,56.54352611,56.09830111,55.65307612,55.20784471,54.76262934,54.31740595,53.87217454,53.42695115
51,Anguilla,AI,AIA,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954,0.6954
52,Anguilla,AI,AIA,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
53,Anguilla,AI,AIA,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
54,Anguilla,AI,AIA,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
55,Anguilla,AI,AIA,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
56,Anguilla,AI,AIA,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111,61.11111111
57,Antigua and Barbuda,AG,ATG,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1.2615,1.2532,1.2448,1.2365,1.2281,1.2198,1.2115,1.2031,1.1948,1.1863,1.1778,1.1694,1.1609,1.1524,1.1439,1.1355,1.127,1.1185,1.1101,1.1017,1.0934,1.085,1.0767,1.0683,1.0595,1.0519,1.043,1.0342,1.0266
58,Antigua and Barbuda,AG,ATG,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,9.978,9.912,9.846,9.78,9.714,9.648,9.582,9.516,9.45,9.383,9.316,9.249,9.182,9.115,9.048,8.981,8.914,8.847,8.78,8.714,8.648,8.582,8.516,8.45,8.38,8.32,8.25,8.18,8.12
59,Antigua and Barbuda,AG,ATG,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.34205311,98.67617915,98.01823226,97.3523583,96.69441141,96.03646453,95.37059057,94.71264368,94.03884265,93.36504162,92.69916766,92.02536663,91.3515656,90.67776457,90.01189061,89.33808958,88.66428855,87.99841459,87.33254063,86.67459374,86.00871978,85.35077289,84.68489893,83.98731669,83.38485929,82.67934998,81.98176774,81.37931034
60,Antigua and Barbuda,AG,ATG,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.3385448,98.6770896,98.0156344,97.35417919,96.69272399,96.03126879,95.36981359,94.70835839,94.03688114,93.36540389,92.69392664,92.02244939,91.35097214,90.67949489,90.00801764,89.33654039,88.66506314,87.99358589,87.33213069,86.67067549,86.00922028,85.34776508,84.68630988,83.98476649,83.38344358,82.68190018,81.98035678,81.37903387
61,Antigua and Barbuda,AG,ATG,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
62,Antigua and Barbuda,AG,ATG,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,22.67727273,22.52727273,22.37727273,22.22727273,22.07727273,21.92727273,21.77727273,21.62727273,21.47727273,21.325,21.17272727,21.02045455,20.86818182,20.71590909,20.56363636,20.41136364,20.25909091,20.10681818,19.95454545,19.80454545,19.65454545,19.50454545,19.35454545,19.20454545,19.04545455,18.90909091,18.75,18.59090909,18.45454545
63,Argentina,AR,ARG,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,3641.7913,3630.4948,3619.1983,3607.9018,3596.6053,3585.3087,3574.0122,3562.7157,3551.4192,3526.3652,3501.3113,3476.2573,3451.2033,3426.1494,3401.0954,3376.0414,3350.9874,3325.9335,3300.8795,3283.8055,3266.7315,3249.6575,3232.5835,3215.5095,3209.6664,3201.7202,3194.3614,3186.7459,3179.032
64,Argentina,AR,ARG,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34838.8,34656.2,34473.6,34291,34108.4,33925.8,33743.2,33560.6,33378,33061.6,32745.2,32428.8,32112.4,31796,31479.6,31163.2,30846.8,30530.4,30214,29990.6,29767.2,29543.8,29320.4,29097,29010,28899,28791,28681,28573
65,Argentina,AR,ARG,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.68980924,99.37961849,99.06942773,98.75923697,98.44904347,98.13885271,97.82866196,97.5184712,96.83051305,96.14255765,95.4545995,94.76664135,94.07868595,93.3907278,92.70276965,92.0148115,91.3268561,90.63889795,90.17006274,89.70122753,89.23239231,88.7635571,88.29472189,88.13427612,87.9160813,87.7140159,87.50490178,87.29308569
66,Argentina,AR,ARG,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.47587173,98.95174346,98.42761519,97.90348692,97.37935865,96.85523038,96.3311021,95.80697383,94.898791,93.99060817,93.08242534,92.17424251,91.26605968,90.35787685,89.44969402,88.54151119,87.63332836,86.72514553,86.08390645,85.44266737,84.80142829,84.16018921,83.51895014,83.26922856,82.95061828,82.64061908,82.32487916,82.01487996
67,Argentina,AR,ARG,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669,273669
68,Argentina,AR,ARG,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,12.73026905,12.66354611,12.59682317,12.53010023,12.46337729,12.39665435,12.32993141,12.26320847,12.19648554,12.08087142,11.9652573,11.84964318,11.73402906,11.61841495,11.50280083,11.38718671,11.27157259,11.15595848,11.04034436,10.9587129,10.87708144,10.79544998,10.71381852,10.63218706,10.60039683,10.55983688,10.52037315,10.48017861,10.44071488
69,"Armenia, Rep. of",AM,ARM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,15.9489,15.9133,15.8777,15.8421,15.8065,15.7709,15.7352,15.6996,15.664,15.6304,15.5968,15.5632,15.5296,15.496,15.4624,15.4289,15.3953,15.3617,15.3281,15.3494,15.3707,15.3921,15.4134,15.4347,15.4249,15.415,15.4052,15.3954,15.3855
70,"Armenia, Rep. of",AM,ARM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,334.312,334.103,333.894,333.685,333.476,333.267,333.058,332.849,332.64,332.432,332.224,332.016,331.808,331.6,331.392,331.184,330.976,330.768,330.56,330.352,330.144,329.936,329.728,329.52,329.31,329.1,328.89,328.68,328.47
71,"Armenia, Rep. of",AM,ARM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.77678711,99.55357423,99.33036134,99.10714846,98.88393557,98.66009568,98.43688279,98.21366991,98.00299707,97.79232424,97.5816514,97.37097856,97.16030573,96.94963289,96.73958706,96.52891422,96.31824138,96.10756855,96.24112008,96.37467161,96.50885014,96.64240167,96.7759532,96.71450696,96.65243371,96.59098747,96.52954122,96.46746798
72,"Armenia, Rep. of",AM,ARM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.93748355,99.8749671,99.81245064,99.74993419,99.68741774,99.62490129,99.56238484,99.49986839,99.43765106,99.37543373,99.3132164,99.25099907,99.18878174,99.12656441,99.06434708,99.00212975,98.93991242,98.87769509,98.81547776,98.75326043,98.6910431,98.62882577,98.56660844,98.50379286,98.44097729,98.37816172,98.31534614,98.25253057
73,"Armenia, Rep. of",AM,ARM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847
74,"Armenia, Rep. of",AM,ARM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,11.74260625,11.73526519,11.72792413,11.72058307,11.71324201,11.70590095,11.69855989,11.69121883,11.68387777,11.67657183,11.66926589,11.66195996,11.65465402,11.64734809,11.64004215,11.63273621,11.62543028,11.61812434,11.61081841,11.60351247,11.59620653,11.5889006,11.58159466,11.57428872,11.56691254,11.55953635,11.55216017,11.54478398,11.5374078
75,"Aruba, Kingdom of the Netherlands",AW,ABW,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
76,"Aruba, Kingdom of the Netherlands",AW,ABW,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
77,"Aruba, Kingdom of the Netherlands",AW,ABW,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
78,"Aruba, Kingdom of the Netherlands",AW,ABW,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333
79,Asia,,ASIATMP,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34188.386,34288.0407,34387.6959,34487.3503,34587.0046,34686.6597,34786.3144,34885.9691,34985.6239,35091.3968,35197.1703,35302.9438,35408.7174,35514.4906,35620.2639,35726.0373,35831.8107,35937.5844,36043.3578,36212.4813,36381.6047,36550.7279,36719.8513,36888.9748,37142.0364,37196.9873,37292.9668,37382.1337,37477.0893
80,Asia,,ASIATMP,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,585796.3952,585998.0906,586199.7859,586401.4814,586603.1769,586804.8722,587006.5676,587208.263,587409.9584,589764.9532,592119.9479,594474.9428,596829.9376,599184.9325,601539.9273,603894.9221,606249.917,608604.9116,610959.9065,611989.2322,613018.5577,614047.8833,615077.209,616106.5346,618419.5977,618894.215,620160.1262,621427.43,622686.81
81,Asia,,ASIATMP,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.291487,100.5829755,100.8744616,101.1659474,101.4574356,101.7489226,102.0404096,102.3318969,102.6412794,102.9506637,103.260048,103.5694326,103.878816,104.1881998,104.4975838,104.8069678,105.1163527,105.4257367,105.9204178,106.4150987,106.909779,107.4044598,107.899141,108.6393385,108.8000682,109.0808054,109.3416159,109.6193582
82,Asia,,ASIATMP,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.034431,100.0688619,100.1032929,100.1377239,100.1721549,100.2065858,100.2410168,100.2754478,100.6774637,101.0794796,101.4814956,101.8835115,102.2855274,102.6875434,103.0895593,103.4915752,103.8935911,104.2956071,104.471321,104.6470348,104.8227487,104.9984626,105.1741765,105.5690344,105.6500552,105.8661561,106.0824947,106.2974807
83,Asia,,ASIATMP,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,3100389.874,3100389.874,3099697.574,3099696.574,3099685.574,3099685.574,3099673.074,3099634.374,3105866.774,3105891.694,3105844.517,3106505.376,3106301.652,3106574.689,3106890.249,3106890.189,3106899.789,3106649.113,3106692.542,3106682.095,3106696.995,3106636.638,3106544.692,3106948.14,3106925.44,3106299.44,3106294,3106301.047,3106331.58
